File;Result
SP_REPLICON/SP_CHATO/gamelogaa39ca78-f637-4926-a4ec-ab1adee2508d.csv;-1
SP_REPLICON/SP_CHATO/gamelog0cb7a6bb-72fb-4ad6-be04-ede1111c3ce6.csv;-1
SP_REPLICON/SP_CHATO/gamelog11ef16da-0f24-4cbd-a130-eb0c381d9fdd.csv;1
SP_REPLICON/SP_CHATO/gamelog6d1d5493-105a-42b0-bd9f-e2cf353bface.csv;1
SP_REPLICON/SP_CHATO/gamelog38430962-d886-4a00-9d13-9f4e2d5a0768.csv;-1
SP_REPLICON/SP_CHATO/gamelog35d70231-b752-4c7e-9af3-f37781d8bb56.csv;-1
SP_REPLICON/SP_CHATO/gamelog367c0596-93e7-4538-97f7-8da2c012a02c.csv;1
SP_REPLICON/SP_CHATO/gamelog6cbd1e3e-1245-4a7c-abde-d328470c72e0.csv;-1
SP_REPLICON/SP_CHATO/gamelog02f807fc-5fea-4622-b888-324db5e63c70.csv;-1
SP_REPLICON/SP_CHATO/gameloga2728d1f-1370-4f5d-82fd-7bf90e535456.csv;-1
SP_REPLICON/SP_CHATO/gamelog8092ce56-e209-4916-9c9e-6896e4883083.csv;1
SP_REPLICON/SP_CHATO/gamelog5ceee1b0-101d-40cb-a2b5-cb083c6baaac.csv;1
SP_REPLICON/SP_CHATO/gamelog27833b69-a53e-47d3-a103-308922d6c1b3.csv;1
SP_REPLICON/SP_CHATO/gamelogf714a8f1-f7ee-4ba9-933a-7c58abe52c32.csv;-1
SP_REPLICON/SP_CHATO/gameloge6724025-47b6-4318-aca9-e96a0e67bf1e.csv;-1
SP_REPLICON/SP_CHATO/gamelogbbe1f960-a1c6-4984-a9b4-1aae03e6c6c8.csv;1
SP_REPLICON/SP_CHATO/gamelog6b0f3ea4-d9f3-4c2d-9b7b-5e62d49dc89f.csv;-1
SP_REPLICON/SP_CHATO/gamelog35668aee-058b-4da6-92f2-df543a7f1344.csv;1
SP_REPLICON/SP_CHATO/gamelogc81c9bde-07e0-41b7-a4d3-a637c006c2e5.csv;-1
SP_REPLICON/SP_CHATO/gamelog5114d9d4-3054-428f-9805-944f3a95e289.csv;-1
SP_REPLICON/SP_CHATO/gamelog2d576378-1170-4a63-baa3-518999cfa7e4.csv;-1
SP_REPLICON/SP_CHATO/gamelogcf0079f1-5b20-427b-a578-7ff7ca1a4391.csv;-1
SP_REPLICON/SP_CHATO/gameloga0c243d3-aca1-45b7-a5e0-bb95c3c01a3d.csv;-1
SP_REPLICON/SP_CHATO/gamelog34ed27e3-9879-4740-8be2-0ca65aff2d3e.csv;-1
SP_REPLICON/SP_CHATO/gamelogfe43c954-b9e9-430e-bc39-1d250fc806ea.csv;1
SP_REPLICON/SP_CHATO/gamelog5630a087-b8b3-40f5-b02d-f1d7a5457cc7.csv;-1
SP_REPLICON/SP_CHATO/gamelog4fe57f0b-3f27-476e-96f9-a5b157b11851.csv;-1
SP_REPLICON/SP_CHATO/gamelog87715281-3776-4d9d-bbe4-484f61aabcc3.csv;-1
SP_REPLICON/SP_CHATO/gamelog48e959c6-2512-4642-8160-e6d1392fedaf.csv;1
SP_REPLICON/SP_CHATO/gamelogce5cb5be-dd3a-43c4-82c5-d9fe6cae780e.csv;1
SP_REPLICON/SP_CHATO/gamelogd7a80fdb-d90d-4fa1-b1bd-b8aa52a6ac20.csv;0
SP_REPLICON/SP_CHATO/gamelog3a933afc-b4cc-4b87-9d41-23fa8b86e39a.csv;-1
SP_REPLICON/SP_CHATO/gamelog06341590-fea3-4bb0-a3a4-2142c21ace6c.csv;1
SP_REPLICON/SP_CHATO/gamelogab10a873-b637-4a3c-a25f-9b42824384b8.csv;-1
SP_REPLICON/SP_CHATO/gamelogcd73f573-5a64-4893-9454-308c5ed39f6d.csv;1
SP_REPLICON/SP_HUMAN/gamelog28a73c69-d94d-4c20-a016-5213b9f2b476.csv;1
SP_REPLICON/SP_HUMAN/gamelog41178f42-ac3e-4092-b952-9aa5c6a4fa36.csv;1
SP_REPLICON/SP_HUMAN/gamelog8f413549-7c2a-4d95-97d8-a2904fdbb4d4.csv;1
SP_REPLICON/SP_HUMAN/gamelog2e404d25-dc06-46e5-92ae-27eb2dc44509.csv;1
SP_REPLICON/SP_HUMAN/gamelogdef77750-9d01-44f3-b5cb-c8a24e9c2ff9.csv;-1
SP_REPLICON/SP_HUMAN/gamelog5b7139d0-6528-42dd-9a6f-440f8c697a6f.csv;1
SP_REPLICON/SP_HUMAN/gamelog8c9b638f-0840-439e-8591-dc7b9fd3fd1c.csv;-1
SP_REPLICON/SP_HUMAN/gamelog76468a0f-ebcb-40bb-842e-a3c5a63ffbf2.csv;-1
SP_REPLICON/SP_HUMAN/gamelogcbe0be67-6ba5-4a45-897d-ab88b6af5d3b.csv;1
SP_REPLICON/SP_HUMAN/gamelog88246172-b327-41d4-80a3-444a82b75fc0.csv;-1
SP_REPLICON/SP_HUMAN/gamelog92213d7c-bfce-4efb-8313-35460a3b6f19.csv;1
SP_REPLICON/SP_HUMAN/gamelogcce9a7df-8df2-4aa6-941c-136c65541ba5.csv;1
SP_REPLICON/SP_HUMAN/gameloge5d2b2a8-66e4-465e-8dfa-497a87f2b29a.csv;-1
SP_REPLICON/SP_HUMAN/gamelog7af78389-ab26-4453-9e39-9961e8020f4c.csv;-1
SP_REPLICON/SP_HUMAN/gamelogf8c2c566-919d-48a7-879a-64af91bb292e.csv;1
SP_REPLICON/SP_HUMAN/gamelog8bb53efa-2a85-4e91-8c18-6d92e66acf7d.csv;-1
SP_REPLICON/SP_HUMAN/gamelogc16e117b-841d-4328-bf30-0eeeeb796ae1.csv;1
SP_REPLICON/SP_HUMAN/gamelogea67ad4f-e5a5-4549-9e74-4a98c9e60bf5.csv;1
SP_REPLICON/SP_HUMAN/gamelog03b1f992-3c82-44d6-bb52-0496c0259418.csv;1
SP_REPLICON/SP_HUMAN/gamelog9008985e-6da7-4401-ad79-3e8a7cb4ba97.csv;1
SP_REPLICON/SP_HUMAN/gamelog360bc697-7768-4a01-982a-7e0933807c91.csv;1
SP_REPLICON/SP_HUMAN/gamelog6fe57662-982b-4f25-84ed-970c6dc86c69.csv;1
SP_REPLICON/SP_HUMAN/gamelog6261a2d8-b56b-4c28-849e-2076ea94a1ef.csv;-1
SP_REPLICON/SP_HUMAN/gamelog4bae50e9-a2fd-4aa4-a00a-bf11c9fb5198.csv;1
SP_REPLICON/SP_HUMAN/gamelogb1f38291-2e04-44a5-be1f-da7ade7aea61.csv;-1
SP_REPLICON/SP_HUMAN/gamelog2ffda3a0-6fc7-4fb3-8260-b76d0acd7e03.csv;1
SP_REPLICON/SP_HUMAN/gamelog644bb654-c23e-4a71-b188-d3ca4dd9e374.csv;-1
SP_REPLICON/SP_HUMAN/gamelog73c6e9aa-5595-4a87-8641-9a5dfcdde415.csv;1
SP_REPLICON/SP_HUMAN/gamelogfdfbc774-f4cc-4564-8e9e-2e2926483ce5.csv;1
SP_REPLICON/SP_HUMAN/gamelogf95d2c4e-03d6-400e-8c48-1cfe2608b68a.csv;1
SP_REPLICON/SP_HUMAN/gamelog6041c3ed-fe20-470f-a294-432dfd8a880e.csv;1
SP_REPLICON/SP_HUMAN/gamelog1d233bd2-0fee-4458-a391-13f67fd0b862.csv;1
SP_REPLICON/SP_HUMAN/gamelog2cc4bdc0-b5aa-465d-9cbf-008d053f8815.csv;-1
SP_REPLICON/SP_HUMAN/gamelog1e9f84da-40ea-4c1a-b6f4-ecce352716ec.csv;-1
SP_REPLICON/SP_HUMAN/gamelogc135fb9d-91c9-49ef-8970-49dea23d6923.csv;-1
SP_REPLICON/SP_HUMAN/gameloge1df1ad5-235d-43a5-bf84-98123bf621fd.csv;1
SP_REPLICON/SP_HUMAN/gameloga87ac05d-ca6e-4648-8437-7d101b478d3d.csv;1
SP_REPLICON/SP_HUMAN/gamelogde9c7295-930e-4158-b908-27ba66ac51b8.csv;-1
SP_REPLICON/SP_HUMAN/gamelogff6826d2-a9ba-464d-acd9-115e39b77e7a.csv;1
SP_REPLICON/SP_HUMAN/gamelog210042cd-bc67-4b3d-878f-a97587787850.csv;-1
SP_REPLICON/SP_HUMAN/gamelog31c0f765-c5fe-4b58-a6fa-8c6ce86fdf9e.csv;1
SP_REPLICON/SP_HUMAN/gamelog51ba532d-f069-4986-b7a9-2f520e979b9c.csv;1
SP_REPLICON/SP_HUMAN/gamelog3ecf94df-f4b4-4e14-9f8d-39ff02c72443.csv;-1
SP_REPLICON/SP_HUMAN/gamelogd8c8e513-2fb7-44c8-aded-e6c4142a1e3a.csv;1
SP_REPLICON/SP_HUMAN/gamelog44ff66eb-3e1e-4498-8142-25bee64487a5.csv;-1
SP_REPLICON/SP_HUMAN/gamelog71409fea-3199-4640-9512-694224ab6123.csv;-1
SP_REPLICON/SP_HUMAN/gamelog33eed13f-e818-4e3a-9585-5d3061ab4c00.csv;-1
SP_REPLICON/SP_HUMAN/gamelog4e6c44b7-c235-4068-b1ad-6e8eb68efb3b.csv;1
SP_REPLICON/SP_HUMAN/gamelogcd20fdd6-172f-47bf-9b74-9fbdf397f810.csv;1
SP_REPLICON/SP_HUMAN/gamelog23952700-78be-435b-9375-17e11eff2a70.csv;1
SP_REPLICON/SP_HUMAN/gamelog61e61bba-a628-4939-919d-30521ab9adb8.csv;1
SP_REPLICON/SP_HUMAN/gamelogbfe63baa-38ae-4ffa-b013-6a76c7d8d7e9.csv;-1
SP_REPLICON/SP_HUMAN/gamelog37249d19-c3fe-40a2-a059-1153229a6d56.csv;-1
SP_REPLICON/SP_HUMAN/gamelog86ff692c-c5dc-47b4-98a8-2d4fe3a97aa7.csv;-1
SP_REPLICON/SP_HUMAN/gamelog3f20000e-ac9e-4bec-8f13-2250c384304d.csv;-1
SP_REPLICON/SP_HUMAN/gamelogd37392bb-7cdf-4616-8bf5-1f99298116ca.csv;-1
SP_REPLICON/SP_HUMAN/gamelogd6fcb5be-9b71-4eba-b0a8-8dbdaad48e6c.csv;0
SP_REPLICON/SP_HUMAN/gameloge56f5fd4-70f1-4e2e-a4f1-a428e27a561d.csv;1
SP_REPLICON/SP_HUMAN/gamelog65b3711b-acbc-49f7-8f9a-e685300befb1.csv;1
SP_REPLICON/SP_HUMAN/gamelog943e9363-e21a-46db-9af1-266068fcdef4.csv;1
SP_REPLICON/SP_HUMAN/gamelog700cedc0-8066-4a67-bac5-759a7e871b57.csv;-1
SP_REPLICON/SP_HUMAN/gamelog730dce57-81ef-440c-91b6-fd97695a92f8.csv;-1
SP_REPLICON/SP_HUMAN/gamelogb0689b86-4c9a-4360-8f77-6b3a3acb0d77.csv;1
SP_REPLICON/SP_HUMAN/gamelog2049e971-1769-4a1d-bf70-643fd183cf22.csv;1
SP_REPLICON/SP_HUMAN/gamelog2ded28cf-fbcb-4f4e-90fe-843863315792.csv;1
SP_REPLICON/SP_HUMAN/gamelog2bb4698e-8072-444a-a284-3626c3b3f6ac.csv;1
SP_REPLICON/SP_HUMAN/gamelogef522d82-7f46-4f9f-91c3-7b88e2e64e96.csv;-1
SP_REPLICON/SP_HUMAN/gamelog1c42b971-7b1d-4e18-b66b-12ee424472e9.csv;-1
SP_REPLICON/SP_HUMAN/gameloge39963e7-6036-48dd-8e31-125c67e7e1e8.csv;-1
SP_REPLICON/SP_HUMAN/gamelogd3d7426b-97c6-45f4-b6b8-bc4ae656f155.csv;-1
SP_REPLICON/SP_SLY/gameloga3952943-766b-4e8a-8c61-08f2565e9e1a.csv;-1
SP_REPLICON/SP_SLY/gamelog00f37dd4-fe38-44fa-aba6-79f3c459055c.csv;1
SP_REPLICON/SP_SLY/gamelog7f379ce6-03b9-49ae-9d2f-7d844d9b9fc3.csv;1
SP_REPLICON/SP_SLY/gamelogffcc7a46-e55f-4fc8-b29c-be3ce6513aa0.csv;-1
SP_REPLICON/SP_SLY/gamelog791a2f9f-2b56-444b-9b8c-15b7adddfd65.csv;1
SP_REPLICON/SP_SLY/gamelog679b1c68-05d8-4e93-b1b7-1f92d8943433.csv;1
SP_REPLICON/SP_SLY/gamelogb1dd2235-88f4-4ad8-ae39-3591bd40638c.csv;1
SP_REPLICON/SP_SLY/gamelog22af69ae-17ee-4a11-9038-f9ed0b2ab3c3.csv;1
SP_REPLICON/SP_SLY/gamelogd4aef051-cb2a-4fd4-8b86-4f0b9a46eabd.csv;1
SP_REPLICON/SP_SLY/gamelog44a6947a-fa1c-40f3-a206-5fe4b29b5d6a.csv;1
SP_REPLICON/SP_SLY/gamelog2847a9e4-c43c-4dfe-b909-588dc0c37be8.csv;1
SP_REPLICON/SP_SLY/gamelog1eac0638-feb9-407c-838d-f91b06627bac.csv;-1
SP_REPLICON/SP_SLY/gamelogee1fa12b-4126-425c-a70b-206c86966e7f.csv;1
SP_REPLICON/SP_SLY/gamelog549747c5-4d24-41fe-b287-2889bb9d0ab1.csv;-1
SP_REPLICON/SP_SLY/gamelogf14f4bfe-3c4b-4a0e-93e9-eaf33db4b337.csv;1
SP_REPLICON/SP_SLY/gamelog03c986f6-989f-4d6e-a368-e2ead56959c3.csv;-1
SP_REPLICON/SP_SLY/gamelogebaf0208-1f00-46b4-8a20-44d1dd923167.csv;1
SP_REPLICON/SP_SLY/gamelogdc726046-189c-4924-9b1f-3626f1a132f9.csv;-1
SP_REPLICON/SP_SLY/gamelog411a3a49-3847-4374-81d0-850b559613ef.csv;1
SP_REPLICON/SP_SLY/gamelog03c73c86-77b3-49cb-96ac-3a74014502a1.csv;-1
SP_REPLICON/SP_SLY/gamelog8df6464b-2b96-4b64-a967-5af7faf7a156.csv;-1
SP_REPLICON/SP_SLY/gamelog8c9710a4-83b1-4bcf-b8bb-9a8924210a49.csv;-1
SP_REPLICON/SP_SLY/gamelog7942763d-0578-4aaf-a4dd-ef984dbd01b9.csv;1
SP_REPLICON/SP_SLY/gamelogc7bf812c-fdca-41f3-b314-a388af253d1f.csv;-1
SP_REPLICON/SP_SLY/gameloga6db85c4-cb7b-420a-8068-9c8a1735167c.csv;-1
SP_REPLICON/SP_SLY/gamelogbc992bc4-21a9-40a1-8270-a787e1f0a719.csv;0
SP_REPLICON/SP_SLY/gamelogd0372efa-9d6e-4f8a-a0a5-1c2a4d2648bb.csv;1
SP_REPLICON/SP_SLY/gamelogc055493b-1ad3-4cfa-8ed5-30a615cbfb7e.csv;-1
SP_REPLICON/SP_SLY/gamelog09bb696c-8864-4bec-9899-eab74d37ed62.csv;-1
SP_REPLICON/SP_SLY/gamelog976cef98-0f7e-4b63-b768-9de0fa075678.csv;1
SP_REPLICON/SP_SLY/gamelogee6c59a5-f7c0-43d7-880d-3e82abd5b7fd.csv;1
SP_REPLICON/SP_SLY/gameloge8bb761e-d1a8-4881-9971-6d173e1d4a18.csv;1
SP_REPLICON/SP_SLY/gamelog7be07eea-300e-490f-97c2-93e8ff5dd7a6.csv;1
SP_REPLICON/SP_SLY/gamelogc441b527-e92c-4975-af13-650c18a33c7b.csv;-1
SP_REPLICON/SP_SLY/gamelogf8f756a6-bc20-4da0-9440-70234793eac5.csv;1
SP_REPLICON/SP_SLY/gamelog4a74984c-3261-4fbf-a8e9-e46771b18796.csv;-1
SP_REPLICON/SP_SLY/gamelog1c8ea164-70be-4123-848f-6185c2b41575.csv;-1
SP_REPLICON/SP_SLY/gamelog32e85ffd-7c1a-4282-b3a7-ecada3b3ba51.csv;-1
SP_REPLICON/SP_SLY/gamelog5f64dfef-c704-4cb3-a6d6-524fd7b469c9.csv;1
SP_REPLICON/SP_SLY/gamelog2efdfed9-54b6-473f-b2fc-104dfc8a9021.csv;-1
SP_REPLICON/SP_SLY/gamelog880d094a-5f10-4a84-a301-4226cf97e759.csv;1
SP_REPLICON/SP_SLY/gameloge75dc6fb-7f32-43c8-9985-e74641ca3d63.csv;1
SP_REPLICON/SP_SLY/gamelog23d24dff-047f-4da0-aea8-615f9ce7c2bc.csv;1
SP_REPLICON/SP_SLY/gamelog28e2eb5e-cfb9-4ed6-ad69-73a1fc081970.csv;-1
SP_REPLICON/SP_SLY/gamelog9f2b8bdd-368f-4dad-a15b-d9c5d2f747e1.csv;1
SP_REPLICON/SP_SLY/gamelog7299a35d-6e88-4ce5-8b9c-ade41780851d.csv;-1
SP_REPLICON/SP_SLY/gamelogb155ac17-c1f5-4ce4-b519-ef08788e637c.csv;-1
SP_REPLICON/SP_SLY/gamelog161adcdb-d25a-4e91-b4d8-f4fa15d65902.csv;1
SP_REPLICON/SP_SLY/gamelogd1b9bac3-a707-484c-b266-8555270e6fa0.csv;-1
SP_REPLICON/SP_SLY/gamelogf6b68385-7772-4eb4-adcb-bc3b5153d4b5.csv;-1
SP_REPLICON/SP_SLY/gameloge24f4e42-fb67-46b3-9ed0-0c83c71e9a28.csv;1
SP_REPLICON/SP_SLY/gamelogedfc4b70-19cf-4eee-a138-8c6b71dc056b.csv;1
SP_REPLICON/SP_SLY/gamelog2077ba08-f8a2-4d16-8e95-66882386070e.csv;1
SP_REPLICON/SP_SLY/gamelogc5c2610a-17dc-4540-b384-9c610e5476d7.csv;1
SP_REPLICON/SP_SLY/gamelog0cf8f0a8-fff6-4744-854a-93785feba7f3.csv;1
SP_REPLICON/SP_SLY/gamelog74e617f1-4260-4f11-9cb6-9b668df6ccb1.csv;1
SP_REPLICON/SP_SLY/gamelogce5a7028-dcae-4904-9d07-13102977c007.csv;1
SP_REPLICON/SP_SLY/gameloga552f018-ff25-4efd-a771-3f74c67d4668.csv;1
SP_REPLICON/SP_SLY/gamelog9606f2fc-6d3e-47f2-8189-13177d4a4a70.csv;1
SP_REPLICON/SP_SLY/gamelog90ee976c-c676-4aa9-99d7-d584cf33d24b.csv;1
SP_REPLICON/SP_SLY/gamelog4a81adf8-7a85-47f8-9ac0-d2a67205c01f.csv;1
SP_REPLICON/SP_SLY/gamelogdc787243-7f1b-451a-b3cd-d226de177709.csv;1
SP_REPLICON/SP_SLY/gamelogfda07455-5cff-47eb-bb12-a83576b242b7.csv;-1
SP_REPLICON/SP_SLY/gamelog24e01626-f6d7-4ba3-9904-dde5628f0cfa.csv;1
SP_REPLICON/SP_SLY/gamelogfd76285a-e102-4890-899a-278f438083fe.csv;-1
SP_REPLICON/SP_SLY/gameloga2bbfad1-0bdb-4fd7-8383-e1abf20d27ac.csv;-1
SP_REPLICON/SP_SLY/gamelog40bab17b-4b92-4a49-ae94-8e2cb9156d42.csv;1
SP_REPLICON/SP_SLY/gamelogbbd3acbb-5632-4268-8960-55c7d51cd242.csv;1
SP_REPLICON/SP_SLY/gamelog9582f49d-c38c-4f81-9efa-ec186f22d231.csv;-1
SP_REPLICON/SP_SLY/gamelogec1b26bb-58cc-4be4-8893-f94e5db35c16.csv;1
SP_REPLICON/SP_FULVER/gamelog4ed11ddd-b1d8-47be-b9c4-56dccefe8312.csv;1
SP_REPLICON/SP_FULVER/gamelogd56202d0-4dde-4c18-82c1-a875634dc37a.csv;-1
SP_REPLICON/SP_FULVER/gamelog607dee9c-d9be-498f-9881-343604b4653f.csv;-1
SP_REPLICON/SP_FULVER/gamelog6280c018-7320-435c-9c1d-984f968d62cb.csv;-1
SP_REPLICON/SP_FULVER/gamelog76932d94-6877-45a6-808e-d3d659233bcf.csv;1
SP_REPLICON/SP_FULVER/gamelog075f51e5-3dd1-4253-809f-e0f52fae744a.csv;-1
SP_REPLICON/SP_FULVER/gamelogca932018-5cbb-4da5-8a7c-766e4e86594a.csv;1
SP_REPLICON/SP_FULVER/gamelog161a5db6-dd23-47ad-8433-226765719529.csv;-1
SP_REPLICON/SP_FULVER/gamelog812b53b4-e941-49b3-9a6b-b852d8b3ae2b.csv;-1
SP_REPLICON/SP_FULVER/gamelog997ac201-ce59-452c-bcb0-e9c357bdd33c.csv;1
SP_REPLICON/SP_FULVER/gamelog7816d03e-4d8d-4b34-9467-56aaaaa8c917.csv;1
SP_REPLICON/SP_FULVER/gamelog2d8b41e0-f574-4c06-bc37-7308fa5f377d.csv;1
SP_REPLICON/SP_FULVER/gamelogfc6902e2-abc9-44e1-8e53-7891620f50e6.csv;-1
SP_REPLICON/SP_FULVER/gamelog69c83f83-5abf-422b-b308-f610df8edea6.csv;-1
SP_REPLICON/SP_FULVER/gamelog0405d2e1-d16f-4977-80e0-f8bea18037ea.csv;-1
SP_REPLICON/SP_FULVER/gamelog41e2c94a-fc2b-439f-8b1e-079e2e6742b6.csv;-1
SP_REPLICON/SP_FULVER/gamelog10eda861-a961-4410-af0f-01de72ad80bb.csv;1
SP_REPLICON/SP_FULVER/gamelog00ed41f5-c6c2-4bc7-8f81-9e3432948ef7.csv;1
SP_REPLICON/SP_FULVER/gameloge03d0d4c-de92-4fe1-8182-17d943a05068.csv;1
SP_REPLICON/SP_FULVER/gamelog3b4bb023-b088-42f8-bbca-33a638df6331.csv;1
SP_REPLICON/SP_FULVER/gamelogede17ef1-51ce-4cc6-8295-85492721326a.csv;-1
SP_REPLICON/SP_FULVER/gamelogeeb02109-8996-4d62-b095-245ef90c7da3.csv;1
SP_REPLICON/SP_FULVER/gameloge562c4e9-0498-48c0-8c27-6ded039db7b9.csv;1
SP_REPLICON/SP_FULVER/gamelog83f25c1c-d327-43b9-a968-0721636f6f10.csv;-1
SP_REPLICON/SP_FULVER/gamelog5307d0bd-7a3e-423b-a7d6-ea4681c9593b.csv;1
SP_REPLICON/SP_FULVER/gamelog9ff36f88-1bb3-4983-93b6-22537ed338b5.csv;-1
SP_REPLICON/SP_FULVER/gamelog9736da17-224f-40b8-8bcd-6004b2939aff.csv;-1
SP_REPLICON/SP_FULVER/gamelog38cf127d-dbf4-41cd-8747-9c3f056574c2.csv;1
SP_REPLICON/SP_FULVER/gamelog77647725-9018-4eb9-a74c-af60ea86479a.csv;0
SP_REPLICON/SP_FULVER/gamelog64433ba9-7c4d-41b0-b328-22406f687964.csv;1
SP_REPLICON/SP_FULVER/gamelog1285a07d-91f8-46b5-8805-ef9faca5eda9.csv;-1
SP_REPLICON/SP_FULVER/gamelog9c77b352-80a7-4514-91e9-39c7647feade.csv;1
SP_REPLICON/SP_FULVER/gamelog8d8ed093-f196-465d-9e7f-79af27bf86c0.csv;1
SP_REPLICON/SP_FULVER/gamelogb25076bc-8217-4b2e-b294-6448c0f18df7.csv;1
SP_REPLICON/SP_FULVER/gameloga43d288e-3ad2-492b-9680-a78ae33fda20.csv;1
SP_REPLICON/SP_FULVER/gamelog64ed5973-7c26-4ae0-8a56-593ac3ca84fe.csv;1
SP_REPLICON/SP_FULVER/gamelogb35d1a36-5cca-4cb8-93d0-15fedd02e0a5.csv;-1
SP_REPLICON/SP_FULVER/gamelogdb1c35a6-3da2-4625-80c6-e5d6d085653c.csv;1
SP_REPLICON/SP_FULVER/gamelog6ba716b7-f843-4b34-b024-c82cc2fd30fa.csv;-1
SP_REPLICON/SP_FULVER/gamelog1eb87342-0918-4f49-8c8a-c57313d227e6.csv;1
SP_REPLICON/SP_FULVER/gamelog65edfc2e-ee49-4543-bd99-b88929c0fea1.csv;1
SP_REPLICON/SP_FULVER/gamelog91781fa4-263d-47f6-a844-506532e2adde.csv;1
SP_REPLICON/SP_FULVER/gamelogb6e3e02b-bad3-4cc5-b3c9-000ffebeb59d.csv;1
SP_REPLICON/SP_FULVER/gamelog72f44bf7-02d6-429e-8c02-bbf69d6b85c8.csv;1
SP_REPLICON/SP_FULVER/gamelogf62d5c1a-ffda-4539-ade7-c0a4ff4c1c1a.csv;-1
SP_REPLICON/SP_FULVER/gamelog5e55d9eb-5f25-4416-9667-035761066284.csv;-1
SP_REPLICON/SP_FULVER/gamelog7065344d-99e6-472b-8d78-4bd295cc7ea8.csv;1
SP_REPLICON/SP_FULVER/gamelogb62f3def-3392-48c5-844d-117ebe2555d5.csv;1
SP_REPLICON/SP_FULVER/gamelog6c42ff6b-6258-4f21-8446-36ed85c94bd3.csv;1
SP_REPLICON/SP_FULVER/gamelogeb5db9ac-4c16-41af-a948-a91091b76239.csv;1
SP_REPLICON/SP_FULVER/gamelog22c44e9f-1096-406f-9010-b4d65a768533.csv;-1
